locus_tag,n_barcodes,n_barcodes_central,scaffold,begin,end,gene_strand,desc,insertion_index,insertion_probability,tn_interval,essentiality,uniprot,protein,protein_name,gene_name,length
H16_A1712,1,1,NC_008313.1,1869159,1869647,+,gene,0.8398280032249397,0.7532689098969019,122,non-essential,Q0KAY5,Q0KAY5_CUPNH,Putative transcriptional regulator,H16_A1712,162
H16_A1714,0,0,NC_008313.1,1871017,1871490,NA,gene,0,0.3958153438583035,122,ambiguous,Q0K0C2,Q0K0C2_CUPNH,Predicted acyl dehydratase,H16_A1714 H16_B1770,157
H16_A1717,6,4,NC_008313.1,1873312,1874313,-,gene,1.7681433610637152,0.964170546908623,113.14285714285714,non-essential,Q0KAY0,Q0KAY0_CUPNH,Probable extra-cytoplasmic solute receptor,H16_A1717,333
H16_A1721,1,1,NC_008313.1,1878858,1879337,+,gene,0.9403976001053244,0.7906730387830806,111,non-essential,Q0KAX6,Q0KAX6_CUPNH,"Carbon monoxide dehydrogenase homolog, subunit G",coxG2 H16_A1721,159
H16_A1722,0,0,NC_008313.1,1879457,1879948,NA,gene,0,0.41339722454522093,112,ambiguous,Q0KAX5,Q0KAX5_CUPNH,"Aerobic-type carbon monoxide dehydrogenase homolog, 2Fe-2S iron-sulfur subunit (EC 1.-.-.-)",coxS4 H16_A1722,163
H16_A1723,4,3,NC_008313.1,1879950,1882322,+,gene,0.5722992653852688,0.39585601992599223,110.5,non-essential,Q0KAX4,Q0KAX4_CUPNH,"Putative quinoline 2-oxidoreductase, large subunit (EC 1.-.-.-)",qorL1 H16_A1723,790
H16_A1724,2,2,NC_008313.1,1882319,1883185,+,gene,1.0642939483755636,0.8106270664464906,108.5,non-essential,Q0KAX3,Q0KAX3_CUPNH,"Aerobic-type carbon monoxide dehydrogenase homolog, FAD-binding subunit (EC 1.-.-.-)",H16_A1724,288
H16_A1725,6,6,NC_008313.1,1883207,1883905,-,gene,3.872066909316193,0.99973262877315,110.83333333333333,non-essential,Q0KAX2,Q0KAX2_CUPNH,"Transcriptional regulator, TetR/AcrR-family",H16_A1725,232
H16_A1726,5,4,NC_008313.1,1883984,1884430,-,gene,4.190939189472361,0.998923507404525,107.2,non-essential,Q0KAX1,Q0KAX1_CUPNH,Putative transcriptional regulator,H16_A1726,148
H16_A1727,6,3,NC_008313.1,1884464,1885015,-,gene,2.5562282200554867,0.9852546896325736,106,non-essential,NA,NA,NA,NA,NA
H16_A1728,2,2,NC_008313.1,1885451,1886818,+,gene,0.693407892756418,0.5902300806860772,105.5,non-essential,Q0KAW9,Q0KAW9_CUPNH,"MFS transporter, AAHS family",H16_A1728,455
H16_A1729,0,0,NC_008313.1,1886909,1887943,NA,gene,0,0.17348746413212285,105,ambiguous,Q0KAW8,Q0KAW8_CUPNH,"Xanthine and CO dehydrogenase, maturation factor",coxF2 H16_A1729,344
H16_A1730,1,1,NC_008313.1,1888048,1888566,-,gene,0.9063589120016557,0.7805163741164026,106.5,non-essential,NA,NA,NA,NA,NA
H16_A1731,0,0,NC_008313.1,1888867,1889328,NA,gene,0,0.442919566149073,110,ambiguous,Q0KAW6,Q0KAW6_CUPNH,Uncharacterized protein,H16_A1731,153
H16_A1733,4,4,NC_008313.1,1891454,1892800,-,gene,1.4219312139074398,0.9228665271341587,104.75,non-essential,Q0KAW4,Q0KAW4_CUPNH,"MFS transporter, ACS family",H16_A1733,426
H16_A1735,1,1,NC_008313.1,1894367,1894831,-,gene,1.026272577996716,0.8164306891659244,105,non-essential,Q0KAW2,Q0KAW2_CUPNH,"Putative translation initiation inhibitor (Endoribonuclease), YjgF-family (EC 3.1.-.-)",H16_A1735,154
H16_A1737,4,3,NC_008313.1,1895671,1896957,-,gene,1.1435367303997805,0.8406652242541609,102.25,non-essential,Q0KAW0,Q0KAW0_CUPNH,"MFS transporter, ACS family",H16_A1737,428
H16_A1738,16,14,NC_008313.1,1897117,1898040,+,gene,7.327673746274973,0.9999999999583801,103.25,non-essential,Q0KAV9,Q0KAV9_CUPNH,"Transcriptional regulator, LysR-family",H16_A1738,307
H16_A1742,12,7,NC_008313.1,1900088,1900582,-,gene,6.269929418508832,0.9999962688967043,113.41666666666667,non-essential,NA,NA,NA,NA,NA
H16_A1743,4,4,NC_008313.1,1900740,1901933,+,gene,1.477073541214191,0.931937605459567,113.5,non-essential,Q0KAV7,Q0KAV7_CUPNH,"MFS transporter, DHA1 family",H16_A1743,397
H16_A1749,3,1,NC_008313.1,1904286,1905146,-,gene,0.4927079227433977,0.5159324946101687,118,non-essential,Q0KAV5,Q0KAV5_CUPNH,Uncharacterized protein,H16_A1749,320
H16_A1750,1,1,NC_008313.1,1905245,1905700,NA,gene,0.9312721177127956,0.7876204259347992,118,non-essential,Q0KAV4,Q0KAV4_CUPNH,Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15),H16_A1750,151
H16_A1751,2,2,NC_008313.1,1905697,1906122,-,gene,1.9940179461615153,0.952822381011073,118,non-essential,Q0KAV3,Q0KAV3_CUPNH,Uncharacterized conserved protein,H16_A1751,141
H16_A1752,3,2,NC_008313.1,1906219,1906521,-,gene,2.806151083174318,0.9800465948604782,118,non-essential,Q0KAV2,Q0KAV2_CUPNH,Hypothetical membrane associated protein,H16_A1752,100
H16_A1756,3,1,NC_008313.1,1911712,1912510,-,pseudogene,0.5265264000336977,0.5502469383503714,118.66666666666667,non-essential,NA,NA,NA,NA,NA
H16_A1757,2,2,NC_008313.1,1912840,1913454,+,gene,1.3802241484017004,0.8890847713895533,118,non-essential,Q0KAU9,Q0KAU9_CUPNH,"Response regulator, OmpR-family",H16_A1757,204
H16_A1758,6,3,NC_008313.1,1913451,1914752,+,gene,0.9568291396954662,0.759164264359841,120.5,non-essential,Q0KAU8,Q0KAU8_CUPNH,Signal transduction histidine kinase (EC 2.7.3.-),H16_A1758,433
H16_A1760,7,6,NC_008313.1,1915910,1917700,-,gene,1.3093575418994412,0.9265175775849277,127.28571428571429,non-essential,Q0KAU7,Q0KAU7_CUPNH,Putative cytochrome c biogenesis protein,ccdA H16_A1760,596
H16_A1761,0,0,NC_008313.1,1918133,1918426,NA,gene,0,0.5480027567571901,128,ambiguous,Q0KAU6,Q0KAU6_CUPNH,Hypothetical membrane associated protein,H16_A1761,105
H16_A1762,0,0,NC_008313.1,1918557,1919099,NA,gene,0,0.32796216188919664,128,ambiguous,Q0KAU5,Q0KAU5_CUPNH,Thiol-disulfide isomerase and thioredoxins,H16_A1762,212
H16_A1764,10,8,NC_008313.1,1921377,1922588,-,gene,2.6424442609413705,0.9991711473712882,125.7,non-essential,Q0KAU4,Q0KAU4_CUPNH,"Putative dehydrogenase, oxidoreductase FAD flavoprotein",H16_A1764,403
H16_A1765,6,3,NC_008313.1,1923565,1924776,+,gene,0.9639412459431951,0.7629115708537149,128.16666666666666,non-essential,Q0KAU3,Q0KAU3_CUPNH,"Putative dehydrogenase, oxidoreductase FAD flavoprotein",H16_A1765,403
H16_A1766,4,4,NC_008313.1,1924854,1925603,-,gene,2.0152943348783414,0.9780810692140492,132.5,non-essential,Q0KAU2,Q0KAU2_CUPNH,"Transcriptional regulator, LysR-family",H16_A1766,249
H16_A1767,0,0,NC_008313.1,1925519,1926355,NA,gene,0,0.16456009696599566,134,ambiguous,Q0KAU1,Q0KAU1_CUPNH,Epoxide hydrolase (EC 3.3.2.3),H16_A1767,261
H16_A1768,3,1,NC_008313.1,1926657,1927898,+,gene,0.30067230327011196,0.25278851973043515,134.33333333333334,non-essential,Q0KAU0,Q0KAU0_CUPNH,"Cation/multidrug efflux system, mebrane-fusion component",acrA4 H16_A1768,413
H16_A1769,4,2,NC_008313.1,1928001,1931192,+,gene,0.22874553660271704,0.026928312120705622,137,ambiguous,Q0KAT9,Q0KAT9_CUPNH,Efflux pump membrane transporter,acrB4 H16_A1769,1063
H16_A1770,1,1,NC_008313.1,1931192,1932682,NA,gene,0.24584247062857867,0.16236177511354677,136.5,ambiguous,Q0KAT8,Q0KAT8_CUPNH,Cation/multidrug efflux system outer membrane porin,acrC4 H16_A1770,496
H16_A1771,1,1,NC_008313.1,1932881,1933438,+,gene,0.6552307067318404,0.65471610253657,137,non-essential,Q0KAT7,Q0KAT7_CUPNH,Putative transcriptional regulator,H16_A1771,185
H16_A1774,2,1,NC_008313.1,1935243,1935704,-,gene,0.7584606283087845,0.7155476439433692,143,non-essential,Q0KAT5,Q0KAT5_CUPNH,Hypothetical membrane associated protein,H16_A1774,153
H16_A1775,5,4,NC_008313.1,1935848,1936807,-,gene,1.4896469536719799,0.9344754575401053,140.2,non-essential,Q0KAT4,Q0KAT4_CUPNH,"Transcriptional regulator, AraC-family",H16_A1775,319
H16_A1776,3,2,NC_008313.1,1936894,1937199,+,gene,2.3932033026205577,0.9699446652164871,137,non-essential,Q0KAT3,Q0KAT3_CUPNH,Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15),H16_A1776,101
H16_A1777,1,0,NC_008313.1,1937442,1937933,+,gene,0,0.34481479673594845,135,ambiguous,Q0KAT2,Q0KAT2_CUPNH,Hypothetical membrane spanning protein,H16_A1777,163
H16_A1778,6,4,NC_008313.1,1938251,1939297,+,gene,1.4007850142890332,0.9206938275441137,136.33333333333334,non-essential,Q0KAT1,Q0KAT1_CUPNH,Predicted hydrolase or acyltransferase (EC 3.-.-.-),H16_A1778,348
H16_A1780,9,9,NC_008313.1,1941648,1943594,-,gene,1.6879093180096174,0.9890442429411073,137.44444444444446,non-essential,Q0KAS9,Q0KAS9_CUPNH,Uncharacterized conserved protein containing translation initiation inhibitory endoribonuclease domain (EC 3.1.-.-),H16_A1780,648
H16_A1781,9,9,NC_008313.1,1943679,1944785,-,gene,2.927133880598957,0.9997979590974548,138.88888888888889,non-essential,NA,NA,NA,NA,NA
H16_A1784,4,3,NC_008313.1,1945970,1946629,-,gene,1.6554226348164156,0.9408519550956536,137.5,non-essential,Q0KAS7,Q0KAS7_CUPNH,Uncharacterized protein,H16_A1784,219
H16_A1787,8,7,NC_008313.1,1949295,1950299,-,gene,1.931347660310263,0.9942863888449494,165.5,non-essential,NA,NA,NA,NA,NA
H16_A1788,16,16,NC_008313.1,1950496,1951449,+,gene,4.716035700390252,0.9999999970633642,178.1875,non-essential,Q0KAS3,Q0KAS3_CUPNH,"Transcriptional regulator, LysR-family",H16_A1788,317
H16_A1793,1,1,NC_008313.1,1957749,1959077,-,gene,0.2127152678510653,0.10817693971164294,177,ambiguous,Q0KAS0,Q0KAS0_CUPNH,Epoxide hydrolase (EC 3.3.2.3),H16_A1793,456
H16_A1794,0,0,NC_008313.1,1959131,1959532,NA,gene,0,0.32211260338338343,176,ambiguous,Q0KAR9,Q0KAR9_CUPNH,Hypothetical membrane associated protein,H16_A1794,133
H16_A1798,4,2,NC_008313.1,1962655,1962882,-,gene,2.561212990472288,0.9746354694078047,172.25,non-essential,NA,NA,NA,NA,NA
H16_A1799,0,0,NC_008313.1,1963321,1963956,NA,gene,0,0.1726553284069461,172,ambiguous,Q0KAR7,Q0KAR7_CUPNH,Putative NAD(P)H nitroreductase YDGI (EC 1.-.-.-),H16_A1799,228
H16_A1800,3,3,NC_008313.1,1964144,1964689,+,gene,1.5909211433419952,0.9341066580349419,173.33333333333334,non-essential,Q0KAR6,Q0KAR6_CUPNH,Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15),H16_A1800,181
H16_A1801,5,4,NC_008313.1,1964839,1965534,+,gene,1.6927634363097759,0.9576410672872541,170,non-essential,Q0KAR5,Q0KAR5_CUPNH,Glutathione S-transferase (EC 2.5.1.18),H16_A1801,231
H16_A1803,6,5,NC_008313.1,1966368,1967324,+,gene,1.6498982871536692,0.9645250273679706,158.5,non-essential,Q0KAR3,Q0KAR3_CUPNH,"Transcriptional regulator, AraC-family",H16_A1803,318
H16_A1804,5,1,NC_008313.1,1967743,1968249,+,gene,0.6587615283267456,0.6571158671275208,149.8,non-essential,Q0KAR2,Q0KAR2_CUPNH,Hypothetical membrane spanning protein,H16_A1804,168
H16_A1805,1,0,NC_008313.1,1968303,1968788,+,gene,0,0.31817013459093574,147,ambiguous,Q0KAR1,Q0KAR1_CUPNH,"Putative translation initiation inhibitor,yjgFfamily",H16_A1805,161
H16_A1810,0,0,NC_008313.1,1973653,1973940,NA,gene,0,0.5083532921529391,147,ambiguous,Q0KAQ7,Q0KAQ7_CUPNH,Uncharacterized protein,H16_A1810,95
H16_A1811,3,3,NC_008313.1,1973995,1975002,-,gene,1.0064682358624761,0.782990778937403,148,non-essential,NA,NA,NA,NA,NA
H16_A1812,2,2,NC_008313.1,1975059,1975565,-,gene,1.335327422283944,0.8805843277479868,148,non-essential,Q0KAQ5,Q0KAQ5_CUPNH,Hypothetical membrane associated protein,H16_A1812,168
H16_A1813,2,2,NC_008313.1,1975628,1976689,-,gene,0.6368291005425784,0.539502481672358,148,non-essential,Q0KAQ4,Q0KAQ4_CUPNH,Predicted esterase of the alpha-beta hydrolase superfamily (EC 3.1.-.-),H16_A1813,353
H16_A1815,2,2,NC_008313.1,1977474,1978901,-,gene,0.48496833106455417,0.3588789171164951,144.5,non-essential,Q0KAQ2,Q0KAQ2_CUPNH,Putative NADH dehydrogenase (EC 1.6.99.3),nrcN H16_A1815,475
H16_A1816,2,2,NC_008313.1,1978943,1979350,-,gene,1.7181835363653544,0.9325037856076643,143,non-essential,NA,NA,NA,NA,NA
H16_A1817,0,0,NC_008313.1,1979547,1979873,NA,gene,0,0.4733879355795281,143,ambiguous,Q0KAQ0,Q0KAQ0_CUPNH,Hypothetical membrane spanning protein,H16_A1817,108
H16_A1818,2,2,NC_008313.1,1980146,1980844,+,gene,1.001863466046847,0.7847166535984387,143,non-essential,Q0KAP9,Q0KAP9_CUPNH,"Response regulator, OmpR-family",H16_A1818,232
H16_A1819,2,2,NC_008313.1,1980878,1981930,+,gene,0.6647345050386875,0.5669876212186178,143,non-essential,Q0KAP8,Q0KAP8_CUPNH,Signal transduction histidine kinase (EC 2.7.3.-),H16_A1819,350
H16_A1820,0,0,NC_008313.1,1981905,1982711,NA,gene,0,0.15627747485058247,143,ambiguous,Q0KAP7,Q0KAP7_CUPNH,Uncharacterized protein,H16_A1820,268
H16_A1821,1,1,NC_008313.1,1982695,1983555,-,gene,0.40657017401203444,0.41298067808103534,143,non-essential,Q0KAP6,Q0KAP6_CUPNH,UPF0276 protein H16_A1821,H16_A1821,286
H16_A1822,3,3,NC_008313.1,1983857,1985119,NA,gene,0.8400030964354425,0.6772526233064804,141.75,non-essential,Q0KAP5,Q0KAP5_CUPNH,FOG: PAS/PAC domain protein,H16_A1822,420
H16_A1823,3,2,NC_008313.1,1985639,1985905,+,gene,2.685284640171858,0.9775866236148172,140,non-essential,Q0KAP4,Q0KAP4_CUPNH,Uncharacterized protein,H16_A1823,88
H16_A1824,6,6,NC_008313.1,1986131,1986358,+,gene,9.507812252400724,0.9999990642078069,138.83333333333334,non-essential,Q0KAP3,Q0KAP3_CUPNH,Uncharacterized protein,H16_A1824,75
H16_A1825,6,5,NC_008313.1,1987178,1987681,-,gene,3.6545433282657,0.9991239603867899,135.5,non-essential,Q0KAP2,Q0KAP2_CUPNH,Uncharacterized protein,H16_A1825,203
H16_A1827,0,0,NC_008313.1,1988593,1988724,NA,pseudogene,0,0.769299467828371,125,ambiguous,NA,NA,NA,NA,NA
H16_A1829,8,3,NC_008313.1,1991426,1992283,+,gene,1.6206404771165566,0.9396955645441271,107.25,non-essential,Q0KAN9,Q0KAN9_CUPNH,Acetyltransferase (GNAT) family (EC 2.3.1.-),H16_A1829,285
H16_A1833,0,0,NC_008313.1,1994765,1994989,NA,pseudogene,0,0.661728213998964,115,ambiguous,NA,NA,NA,NA,NA
H16_A1834,7,5,NC_008313.1,1995031,1995506,+,pseudogene,4.460303300624442,0.9996928240634555,118,non-essential,NA,NA,NA,NA,NA
H16_A1835,4,4,NC_008313.1,1995562,1995786,+,gene,7.503001200480191,0.9999230740223618,119,non-essential,Q0KAN3,Q0KAN3_CUPNH,Uncharacterized protein,H16_A1835,74
H16_A1837,6,4,NC_008313.1,1996137,1996685,+,gene,3.17359568390987,0.9964152809390889,114.83333333333333,non-essential,Q0KAN1,Q0KAN1_CUPNH,Hypothetical membrane associated protein,H16_A1837,182
H16_A1838,6,5,NC_008313.1,1996704,1997381,+,gene,3.197256615414597,0.9982619771079916,115.66666666666667,non-essential,Q0KAN0,Q0KAN0_CUPNH,"Transcriptional regulator, NNR like",nnr H16_A1838,225
H16_A1839,8,6,NC_008313.1,1997500,1997967,+,gene,5.37581199503356,0.9999629705484493,119.75,non-essential,Q0KAM9,Q0KAM9_CUPNH,Truncated hemoglobin,H16_A1839,155
H16_A1843,1,0,NC_008313.1,1999718,2000194,-,gene,0,0.3617489099232641,133,ambiguous,NA,NA,NA,NA,NA
H16_A1844,2,1,NC_008313.1,2000636,2000851,+,pseudogene,1.0716964955524595,0.8280429515285009,217,non-essential,NA,NA,NA,NA,NA
H16_A1846,0,0,NC_008313.1,2001187,2002413,NA,gene,0,0.012547681643069842,221,essential,Q79IP4,Q79IP4_CUPNH,Transposase (Transposase ISAE1),H16_A1846 H16_A3140 PHG043 PHG101,408
H16_A1852,3,3,NC_008313.1,2008448,2009251,-,gene,0.6996236025018541,0.5511144736007594,267,non-essential,NA,NA,NA,NA,NA
H16_A1853,10,8,NC_008313.1,2009272,2010315,-,gene,1.4204041049678633,0.961597227868072,269.4,non-essential,Q0KAL5,Q0KAL5_CUPNH,"Transcriptional regulator, AraC-family",H16_A1853,347
H16_A1855,1,1,NC_008313.1,2012462,2013241,+,gene,0.2359737219663218,0.14625009529745145,272,ambiguous,NA,NA,NA,NA,NA
H16_A1856,2,2,NC_008313.1,2013222,2014424,+,gene,0.30418630197587415,0.1014541276234313,273.5,non-essential,Q0KAL2,Q0KAL2_CUPNH,EPS I polysaccharide export outer membrane protein epsA/Periplasmic protein involved in p,H16_A1856,400
H16_A1857,12,12,NC_008313.1,2014468,2016678,+,gene,0.967893316647765,0.8077080169399583,279.3333333333333,non-essential,Q0KAL1,Q0KAL1_CUPNH,Uncharacterized protein involved in exopolysaccharide biosynthesis,H16_A1857,736
H16_A1858,1,1,NC_008313.1,2016719,2017729,+,gene,0.17492915369275444,0.056176143636513826,283,ambiguous,Q0KAL0,Q0KAL0_CUPNH,Predicted glycosyltransferase (EC 2.4.1.-),H16_A1858,336
H16_A1859,6,6,NC_008313.1,2017754,2018797,+,gene,1.0039536031632001,0.7960409641991137,286.3333333333333,non-essential,Q0KAK9,Q0KAK9_CUPNH,Hypothetical membrane spanning protein,H16_A1859,307
H16_A1860,2,2,NC_008313.1,2018810,2019922,+,gene,0.3122501998401279,0.11240245627224521,288,non-essential,Q0KAK8,Q0KAK8_CUPNH,Glycosyltransferase group 1 (EC 2.4.1.-),H16_A1860,367
H16_A1861,3,2,NC_008313.1,2019904,2021178,+,gene,0.2725449154020583,0.06607871095147969,288.3333333333333,non-essential,Q0KAK7,Q0KAK7_CUPNH,Glycosyltransferase (EC 2.4.-.-),H16_A1861,424
H16_A1862,1,0,NC_008313.1,2021192,2022475,+,gene,0,0.0024928453810413626,289,essential,Q0KAK6,Q0KAK6_CUPNH,Hypothetical membrane spanning protein,H16_A1862,427
H16_A1863,5,3,NC_008313.1,2022499,2023785,+,gene,0.4050025920165889,0.15513554003437333,288.2,non-essential,Q0KAK5,Q0KAK5_CUPNH,Polysaccharide biosynthesis protein/O-antigen transporter,H16_A1863,428
H16_A1865,6,6,NC_008313.1,2024724,2025980,-,gene,0.8250577397920835,0.6342196598380734,289.6666666666667,non-essential,Q0KAK3,Q0KAK3_CUPNH,Hypothetical membrane spanning protein,H16_A1865,406
H16_A1866,14,11,NC_008313.1,2026429,2027520,+,gene,1.7205619668213088,0.9938549666659,294.07142857142856,non-essential,Q0KAK2,Q0KAK2_CUPNH,Acyltransferase family protein (EC 2.3.1.-),H16_A1866,363
H16_A1869,12,9,NC_008313.1,2028735,2029688,+,gene,1.6060988928624966,0.9840810471404529,294.1666666666667,non-essential,Q0KAK1,Q0KAK1_CUPNH,Hypothetical membrane spanning protein,H16_A1869,317
H16_A1870,7,4,NC_008313.1,2029685,2030575,+,gene,0.7515689000789147,0.581038271043286,298.2857142857143,non-essential,Q0KAK0,Q0KAK0_CUPNH,ThiF/MoeB/HesA family protein,H16_A1870,296
H16_A1871,12,10,NC_008313.1,2030572,2031795,+,gene,1.3382384261650273,0.960277859189858,305.4166666666667,non-essential,Q0KAJ9,Q0KAJ9_CUPNH,Hypothetical membrane spanning protein,H16_A1871,407
H16_A1872,16,14,NC_008313.1,2031792,2032901,+,gene,2.006998009594025,0.9994062107653009,314.5,non-essential,Q0KAJ8,Q0KAJ8_CUPNH,Uncharacterized protein,H16_A1872,369
H16_A1873,10,9,NC_008313.1,2032906,2033913,+,gene,1.3771123503000369,0.9600866925945944,325,non-essential,Q0KAJ7,Q0KAJ7_CUPNH,Hypothetical membrane associated protein,H16_A1873,335
H16_A1874,10,9,NC_008313.1,2033920,2035563,-,gene,0.8262137258250722,0.623733579891663,332.1,non-essential,Q0KAJ6,Q0KAJ6_CUPNH,Uncharacterized protein,H16_A1874,547
H16_A1875,2,1,NC_008313.1,2035955,2036782,-,gene,0.17652444084736596,0.05870195445100433,342.5,ambiguous,Q0KAJ5,Q0KAJ5_CUPNH,SAM-dependent methyltransferase,H16_A1875,275
H16_A1876,7,5,NC_008313.1,2036872,2037216,-,gene,2.106504887091338,0.9870779106814799,344.85714285714283,non-essential,Q0KAJ4,Q0KAJ4_CUPNH,"Multisubunit Na+/H+ antiporter, MnhG subunit",mnhG H16_A1876,114
H16_A1877,2,2,NC_008313.1,2037227,2037499,-,gene,1.0656436487638534,0.8087591349821409,345,non-essential,Q0KAJ3,Q0KAJ3_CUPNH,"Multisubunit Na+/H+ antiporter, MnhF subunit",mnhF H16_A1877,90
H16_A1878,5,5,NC_008313.1,2037484,2037987,-,gene,1.4448194553608582,0.9383687396302249,343.8,non-essential,NA,NA,NA,NA,NA
H16_A1879,16,13,NC_008313.1,2037991,2039532,-,gene,1.2406000687101577,0.9551895095645798,340.5,non-essential,NA,NA,NA,NA,NA
H16_A1880,3,3,NC_008313.1,2039529,2039897,-,gene,1.188363544175434,0.8541011541952299,343,non-essential,Q0KAJ0,Q0KAJ0_CUPNH,"Multisubunit Na+/H+ antiporter, MnhC subunit",mnhC H16_A1880,122
H16_A1881,47,35,NC_008313.1,2039897,2042701,-,gene,1.798583332990746,0.9999967058998198,345.72340425531917,non-essential,Q0KAI9,Q0KAI9_CUPNH,"Multisubunit Na+/H+ antiporter, MnhA and MhnB subunits",mnhAB H16_A1881,934
H16_A1883,14,13,NC_008313.1,2044836,2045789,+,gene,2.0299305451456555,0.9992153519069545,335.7857142857143,non-essential,Q0KAI7,Q0KAI7_CUPNH,Probable extra-cytoplasmic solute receptor,H16_A1883,317
H16_A1884,34,30,NC_008313.1,2045805,2047962,-,pseudogene,2.1073039153706747,0.9999993856630107,329.1470588235294,non-essential,NA,NA,NA,NA,NA
H16_A1886,13,8,NC_008313.1,2049091,2049906,-,gene,1.4694537305756585,0.966520095362486,334.53846153846155,non-essential,Q0KAI4,Q0KAI4_CUPNH,"Transcriptional regulator, IclR-family",H16_A1886,271
H16_A1890,7,7,NC_008313.1,2053032,2054024,+,gene,0.6211665152203544,0.32022528540952583,568,non-essential,Q0KAI0,Q0KAI0_CUPNH,Probable extra-cytoplasmic solute receptor,H16_A1890,330
H16_A1891,28,24,NC_008313.1,2054206,2055450,+,gene,1.6893699213316742,0.9997288318158881,570.9642857142857,non-essential,Q0KAH9,Q0KAH9_CUPNH,Permease of the major facilitator superfamily,H16_A1891,389
H16_A1892,23,20,NC_008313.1,2055713,2056918,+,gene,1.4432617716038247,0.9953352359041421,574.695652173913,non-essential,Q0KAH8,PURT_CUPNH,Formate-dependent phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (EC 2.1.2.-) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2),purT H16_A1892,401
H16_A1893,34,29,NC_008313.1,2056933,2058264,-,gene,1.9281530288624562,0.9999930076393354,565.4411764705883,non-essential,Q0KAH7,Q0KAH7_CUPNH,Small-conductance mechano-sensitive channel,H16_A1893,443
H16_A1894,3,2,NC_008313.1,2058417,2058653,+,gene,0.7512922226229114,0.6415618886195671,563.6666666666666,non-essential,NA,NA,NA,NA,NA
H16_A1895,27,17,NC_008313.1,2058827,2059699,+,gene,1.7011704052388044,0.9985742956712509,572.1111111111111,non-essential,Q0KAH5,Q0KAH5_CUPNH,"Transcriptional regulator, LysR-family",H16_A1895,290
H16_A1896,9,8,NC_008313.1,2059899,2060651,+,gene,0.9234633569739952,0.7389546399861909,576,non-essential,Q0KAH4,Q0KAH4_CUPNH,Ribulose-5-phosphate 4-epimerase or related epimerase or aldolase,H16_A1896,250
H16_A1897,43,22,NC_008313.1,2061007,2062314,+,gene,1.4611493666581654,0.997069964212739,576.8837209302326,non-essential,Q0KAH3,Q0KAH3_CUPNH,"MFS transporter, MHS family",H16_A1897,435
H16_A1898,11,11,NC_008313.1,2062311,2062910,+,gene,1.5885761159025134,0.98868308352913,578.7272727272727,non-essential,Q0KAH2,Q0KAH2_CUPNH,2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4),H16_A1898,199
H16_A1899,6,4,NC_008313.1,2063215,2063532,-,gene,1.0915481427308351,0.827066537076238,578,non-essential,Q0KAH1,Q0KAH1_CUPNH,Quaternary ammonium compound-resistance protein,H16_A1899,118
H16_A1900,23,20,NC_008313.1,2063650,2064558,+,gene,1.908702921842433,0.9998431874801743,577.7391304347826,non-essential,Q0KAH0,Q0KAH0_CUPNH,"Transcriptional regulator, LysR-family",H16_A1900,302
H16_A1901,11,7,NC_008313.1,2064575,2065792,-,gene,0.5036645191370932,0.13320759935590473,571.0909090909091,non-essential,Q0KAG9,Q0KAG9_CUPNH,HD-GYP domain protein,H16_A1901,392
H16_A1902,4,3,NC_008313.1,2066016,2066309,+,gene,0.9036995433358148,0.7245153163551343,566.5,non-essential,Q0KAG8,Q0KAG8_CUPNH,Uncharacterized protein,H16_A1902,97
H16_A1908,8,5,NC_008313.1,2074648,2075838,+,gene,0.3718301479883989,0.04192798635988897,564.625,non-essential,Q0KAG2,Q0KAG2_CUPNH,Uncharacterized protein,H16_A1908,396
H16_A1911,19,18,NC_008313.1,2078700,2079665,-,gene,1.6624643262863315,0.9985435115710715,561.1578947368421,non-essential,Q0KAF9,Q0KAF9_CUPNH,"Transcriptional regulator, AraC-family",H16_A1911,334
H16_A1912,4,4,NC_008313.1,2079789,2080334,+,gene,0.65355791282585,0.4573917670255069,561.5,non-essential,Q0KAF8,Q0KAF8_CUPNH,Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15),H16_A1912,181
H16_A1914,9,7,NC_008313.1,2080998,2081468,-,gene,1.3417672992141076,0.9380637355404375,555.6666666666666,non-essential,Q0KAF6,Q0KAF6_CUPNH,Hypothetical membrane associated protein,H16_A1914,135
H16_A1915,5,4,NC_008313.1,2081636,2081887,+,gene,1.4540378631459563,0.9273776491506629,548.6,non-essential,Q0KAF5,Q0KAF5_CUPNH,Predicted Fe-S protein,H16_A1915,83
H16_A1916,9,6,NC_008313.1,2081899,2082618,-,gene,0.7558807522525247,0.5517562008301646,551.1111111111111,non-essential,Q0KAF4,Q0KAF4_CUPNH,MOSC domain-protein,H16_A1916,239
H16_A1917,16,15,NC_008313.1,2082615,2083322,-,gene,1.9079503017105413,0.9992349174317201,555.8125,non-essential,Q0KAF3,Q0KAF3_CUPNH,Glutamine amidotransferase,H16_A1917,235
